20191117-045			76041			4	5	16	6	10	3	1	7	9	2			12	11	20	3	2	5	6	4	49	1			0	2	64	1	5	7	4	12	11	17			26	1	3	13	4	9	21	6	23	14			8	1	3	6	18	5	25	2	11	1			0	1	3	1	4	3	6	7	9	1	
20191117-046			19984			5	1	17	7	11	4	2	1	10	3			13	12	21	4	3	6	1	5	50	9			1	3	65	2	6	8	5	13	12	9			27	2	4	14	1	10	22	7	8	15			9	1	4	7	4	6	26	3	12	2			1	1	4	2	4	4	1	1	8	9	
20191117-047			98029			6	1	18	8	12	5	3	2	11	9			14	13	22	5	4	7	2	6	8	1			0	4	66	3	7	9	6	14	13	1			28	3	2	15	2	11	23	8	1	16			10	2	5	8	1	7	27	4	13	9			0	1	2	3	1	5	2	2	8	9	
20191117-048			31173			7	2	19	3	13	6	4	3	12	1			15	1	23	6	5	8	3	7	1	2			1	1	67	4	8	10	7	15	14	2			29	4	1	16	3	12	24	7	2	17			11	3	6	3	2	8	28	5	14	1			1	1	1	3	2	6	3	7	1	1	
20191117-049			07004			0	3	20	1	14	7	5	4	13	2			16	1	24	7	6	9	4	7	2	3			0	1	68	5	9	11	8	16	15	3			0	5	2	17	4	13	25	1	3	18			12	4	7	1	4	9	29	6	15	2			0	1	2	1	4	7	4	7	2	2	
20191117-050			73038			1	4	21	2	15	8	6	7	14	3			17	2	25	3	7	10	5	1	3	4			0	2	69	6	10	12	9	17	16	4			1	6	3	3	5	14	26	2	4	19			13	5	8	2	1	10	30	7	8	3			0	2	3	3	1	8	5	7	8	3	
20191117-051			41357			2	5	22	3	4	9	7	1	15	4			18	1	26	1	8	11	6	2	4	5			1	3	70	3	11	13	10	18	17	5			2	7	4	1	6	5	27	3	5	20			14	6	9	3	2	11	31	7	1	4			1	1	4	3	4	5	6	7	1	4	
20191117-052			33023			3	6	23	3	1	10	8	2	16	5			19	1	27	3	9	12	7	3	5	6			0	4	71	1	12	14	11	19	18	6			3	8	2	2	7	1	28	4	6	21			15	7	10	3	3	12	32	1	2	5			0	1	2	3	1	1	7	1	2	5	
20191117-053			47901			4	7	24	1	4	11	9	3	17	6			20	2	28	1	10	13	8	7	6	7			1	5	72	2	13	15	12	20	19	9			0	9	1	3	8	2	29	5	7	22			16	1	11	1	4	13	33	2	3	6			0	1	1	1	4	2	8	7	3	9	
20191117-054			44715			5	8	25	2	4	12	10	4	18	7			21	3	29	2	4	14	9	1	7	8			2	6	73	3	14	16	13	7	20	1			1	1	2	4	9	3	30	6	8	23			17	1	12	2	5	5	34	3	4	7			1	1	2	2	4	5	9	7	4	1	
20191117-055			51904			6	9	26	3	1	5	11	5	19	8			22	1	30	3	1	15	10	2	8	9			3	7	74	4	15	17	14	1	21	9			0	1	3	5	10	4	31	7	9	24			18	2	13	3	4	1	35	4	5	8			0	1	3	3	4	5	10	1	5	9	
20191117-056			85851			7	10	27	4	2	1	12	6	8	9			23	1	31	4	2	5	11	3	9	10			4	8	75	5	16	18	15	2	8	1			1	2	4	6	11	5	32	8	10	25			19	1	14	4	1	2	36	5	6	9			1	1	4	4	1	5	11	2	8	1	
20191117-057			15958			8	1	28	5	3	2	13	7	1	10			24	2	32	5	3	5	12	4	10	11			5	9	76	6	17	19	16	3	1	9			2	3	5	7	12	5	33	9	11	26			20	1	15	5	2	3	37	6	8	10			2	1	5	5	2	5	12	3	8	9	
20191117-058			17566			9	1	29	6	4	3	14	8	2	11			25	3	33	6	4	1	13	7	11	12			6	10	77	7	18	5	17	4	2	1			3	4	6	8	13	1	6	10	12	27			21	2	16	6	3	4	6	7	1	11			3	1	6	6	3	5	6	7	1	1	
20191117-059			81275			10	1	30	7	5	4	15	9	8	12			26	1	34	7	5	2	14	1	12	13			7	11	2	8	19	1	18	5	3	2			4	5	7	9	14	2	1	7	13	28			22	3	17	7	4	5	1	8	2	12			4	1	2	7	4	5	1	7	8	2	
20191118-001			62493			11	2	31	8	6	5	6	10	1	13			27	1	2	8	6	3	15	2	13	14			8	12	1	9	4	2	19	6	4	3			5	6	8	10	15	3	2	1	14	9			23	4	18	3	5	1	2	9	3	13			5	1	2	3	4	1	6	1	1	9	
20191118-002			13201			12	1	32	9	7	6	1	11	2	14			28	2	1	3	7	4	16	3	14	15			9	13	2	10	1	3	20	7	5	4			0	7	9	11	16	4	3	2	15	1			24	1	19	1	6	2	3	10	4	14			0	1	2	3	1	2	1	2	2	1	
20191118-003			94616			13	1	33	10	8	7	2	12	3	9			29	3	2	1	4	5	17	4	15	16			10	14	1	11	2	4	6	8	6	5			1	1	10	12	17	5	4	3	16	2			25	1	20	2	7	3	6	11	5	15			1	1	1	1	4	3	6	3	3	9	
20191118-004			19696			14	1	34	11	9	8	3	13	4	1			30	4	3	2	1	6	18	5	16	9			11	15	2	12	3	5	6	9	7	6			2	1	11	13	18	6	5	4	17	9			26	2	21	3	8	4	6	12	6	16			2	1	2	2	1	4	6	4	4	9	
20191118-005			34422			15	1	35	3	10	9	4	14	5	2			31	5	4	3	4	7	19	6	17	1			12	16	3	13	4	6	1	10	8	7			3	2	2	14	19	7	6	5	18	1			27	3	2	4	9	5	1	13	7	17			3	1	2	3	4	5	1	5	5	1	
20191118-006			99715			16	2	36	1	11	10	5	15	6	9			32	6	5	4	1	8	20	7	18	9			13	17	4	14	1	7	2	7	9	8			4	1	1	15	20	8	7	6	19	2			28	4	1	5	10	5	2	14	8	18			4	1	1	1	1	5	2	7	6	9	
20191118-007			50388			17	3	37	2	12	5	6	16	7	1			0	7	6	5	2	9	21	8	19	1			14	18	5	3	2	8	3	1	10	9			5	1	2	16	21	9	8	7	8	3			29	5	2	6	11	1	3	15	8	19			0	1	2	3	2	5	3	1	8	1	
20191118-008			39227			18	4	38	3	13	1	7	17	8	2			1	8	7	6	3	10	22	9	20	9			15	19	2	1	3	9	4	2	11	10			6	2	2	17	22	10	9	8	1	4			30	6	3	7	12	2	4	7	1	20			1	2	2	3	3	1	4	7	1	9	
20191118-009			61100			19	5	39	1	14	2	6	18	9	3			2	1	8	7	4	11	23	10	21	1			16	1	1	2	4	10	5	3	12	11			0	3	1	18	23	11	10	9	2	5			0	7	4	8	13	3	5	1	2	21			0	1	1	1	4	2	6	1	2	1	
20191118-010			05361			0	6	40	2	15	3	1	19	10	4			3	1	9	8	5	5	24	11	22	2			17	1	2	3	5	11	6	4	13	12			1	4	2	19	24	12	6	10	3	6			1	1	5	9	14	4	6	2	3	22			0	1	2	3	5	5	6	2	3	2	
20191118-011			85311			1	7	41	3	16	4	2	20	8	5			4	2	10	9	6	5	25	12	23	3			18	2	3	3	6	12	7	5	14	13			2	1	3	20	25	13	1	11	4	7			2	1	6	10	15	5	7	3	4	23			1	1	3	3	6	5	1	3	8	3	
20191118-012			87918			2	8	42	4	17	5	3	21	8	6			5	3	11	10	7	1	26	7	24	4			19	3	4	1	7	13	8	6	15	9			3	1	4	21	26	14	2	12	5	8			3	1	7	11	16	6	8	4	8	24			2	1	4	1	7	1	2	7	8	9	
20191118-013			80386			3	9	43	5	18	6	4	22	8	7			0	4	12	11	8	2	27	1	25	5			20	4	5	3	8	14	9	7	16	1			4	1	5	22	27	15	3	13	8	9			4	2	8	12	17	7	6	5	1	25			0	1	5	3	8	2	6	1	8	1	
20191118-014			37252			4	10	44	3	19	7	5	23	1	8			1	5	13	12	9	3	28	7	26	6			21	5	2	1	9	15	10	8	17	2			5	2	6	23	28	5	4	14	1	10			5	3	2	13	18	8	1	6	2	26			1	2	2	3	9	5	1	7	1	2	
20191118-015			36117			5	11	45	3	20	8	6	24	2	9			2	6	14	13	10	4	6	1	27	7			22	1	1	2	10	16	11	9	18	3			6	1	7	24	29	1	5	15	2	11			6	4	1	14	19	9	2	7	3	27			2	1	1	3	10	1	6	7	2	3	
20191118-016			81183			6	12	46	1	21	9	7	25	8	10			3	1	15	14	11	5	1	2	28	8			23	1	2	3	11	17	12	10	19	4			7	1	8	25	30	2	6	16	8	12			7	5	2	3	20	10	3	1	4	28			3	1	2	3	11	2	1	1	8	4	
20191118-017			15621			7	1	47	2	22	10	8	26	1	11			4	1	16	15	12	5	2	3	29	9			24	1	3	4	12	18	6	11	20	5			8	2	2	26	31	3	7	17	1	13			8	1	3	1	21	11	4	2	5	29			4	1	2	1	12	5	6	2	1	5	
20191118-018			78206			8	1	48	3	23	11	9	7	2	12			5	2	17	16	13	1	3	4	8	10			25	2	2	5	13	19	1	12	21	6			0	3	1	27	32	4	8	18	2	14			9	1	4	2	22	12	6	3	6	30			0	1	2	2	13	1	6	7	8	6	
20191118-019			16823			9	1	49	4	24	12	10	1	3	13			6	3	18	17	14	2	6	5	1	11			26	3	1	6	14	20	2	13	8	7			1	4	2	28	33	5	9	19	3	15			10	2	5	3	23	13	1	4	7	31			1	1	2	3	14	2	6	1	8	7	
20191118-020			32331			10	1	50	3	25	13	11	2	4	14			7	4	2	18	15	3	1	6	2	12			27	4	2	3	15	21	3	14	1	8			2	5	1	3	34	6	10	20	4	16			11	1	6	1	24	14	2	5	8	32			2	1	2	3	15	3	1	2	1	8	
20191118-021			39114			11	2	51	3	26	14	12	3	5	15			8	5	1	19	16	4	2	7	3	9			28	1	3	1	16	22	4	15	2	9			3	1	2	1	35	7	11	21	5	17			12	1	7	2	4	15	3	6	9	33			3	1	1	3	4	4	2	3	2	9	
20191118-022			32133			12	3	52	3	27	15	13	4	6	16			9	6	2	20	17	5	3	8	4	1			29	1	4	2	17	23	5	16	3	10			4	1	3	3	36	8	12	22	6	18			13	2	8	3	1	16	4	7	10	34			4	1	2	3	1	5	3	4	3	1	
20191118-023			36268			13	4	53	3	28	16	14	5	7	17			10	7	1	21	18	6	6	9	5	2			30	1	2	3	18	24	6	17	4	11			5	2	4	1	37	9	6	23	7	19			14	3	9	1	2	17	5	8	8	35			5	1	2	3	2	6	6	5	8	2	
20191118-024			86971			14	5	54	1	29	17	15	6	8	18			11	8	2	22	19	7	6	10	6	3			31	2	1	4	19	25	7	18	5	9			6	3	5	2	38	10	1	7	8	20			15	1	10	2	3	18	6	9	1	36			6	1	1	1	3	7	6	7	8	9	
20191118-025			81477			15	6	55	2	30	18	16	7	8	19			12	1	3	23	20	8	1	11	7	4			32	3	2	5	4	26	8	19	6	1			7	4	6	3	39	11	2	7	9	21			16	1	11	3	4	19	7	7	2	37			7	1	2	2	4	8	1	7	8	1	
20191118-026			53262			16	7	56	3	31	5	17	8	1	20			13	1	4	3	21	9	2	12	8	5			33	4	2	6	1	27	9	20	7	2			8	5	7	4	40	12	6	1	10	22			17	2	2	4	5	20	8	1	3	38			8	1	2	3	1	5	6	1	1	2	
20191118-027			02369			0	8	57	4	32	1	18	9	2	21			14	2	2	1	22	10	3	13	9	6			34	5	1	3	2	28	10	21	8	3			9	6	8	5	41	13	6	2	11	23			18	3	1	5	6	21	9	2	4	9			0	2	2	3	2	1	6	2	2	9	
20191118-028			18108			1	1	58	5	33	2	19	10	3	22			15	3	1	2	23	11	4	14	8	7			35	1	2	1	3	29	11	22	9	4			0	7	9	6	42	14	1	3	12	24			19	4	2	6	7	22	10	3	8	1			0	1	1	1	3	2	1	3	8	1	
20191118-029			97289			2	1	59	6	34	3	20	11	4	9			16	4	2	3	24	12	5	7	1	8			36	1	2	2	4	30	12	23	10	5			1	8	10	7	43	15	2	4	8	25			20	5	3	7	8	23	11	4	1	9			1	1	2	2	4	3	2	7	8	9	
20191118-030			58785			3	2	60	7	35	5	21	12	5	1			17	5	3	4	25	13	6	1	8	9			37	2	1	3	5	31	13	7	11	6			2	9	11	8	44	16	3	5	8	26			21	6	4	8	9	5	12	5	2	1			2	2	1	3	5	5	3	7	8	1	
20191118-031			34238			4	3	61	3	36	1	22	13	6	2			18	6	4	5	4	14	7	2	1	10			38	3	2	4	6	32	14	1	12	7			3	10	12	3	45	17	4	6	1	27			22	7	5	9	10	1	13	6	8	2			3	3	2	3	4	1	4	1	8	2	
20191118-032			77730			5	4	62	1	37	2	23	7	7	3			19	7	5	6	1	15	8	7	2	11			39	4	1	5	7	33	15	7	13	8			4	11	13	3	46	18	5	7	2	28			0	8	6	10	11	2	14	7	1	3			0	4	1	3	1	2	5	7	1	3	
20191118-033			52245			6	5	63	2	38	5	24	1	8	4			20	8	2	7	2	16	9	1	3	12			40	5	2	6	8	34	16	1	14	9			5	12	14	1	4	19	6	8	3	29			1	9	7	11	12	5	15	8	2	4			1	5	2	1	4	5	6	1	2	4	
20191118-034			43314			7	6	64	3	4	1	25	2	9	5			21	9	1	3	3	17	10	2	4	13			41	6	1	3	9	35	17	2	15	10			6	1	15	2	1	20	7	9	4	30			2	10	8	12	4	1	16	9	3	5			2	1	1	3	4	1	7	2	3	5	
20191118-035			17287			8	1	65	4	1	2	26	3	10	6			22	10	2	1	4	18	11	7	5	14			42	7	2	1	10	36	18	3	16	11			7	1	16	3	2	21	8	10	8	31			3	11	9	13	1	2	17	7	4	6			3	1	2	1	1	2	8	7	8	6	
20191118-036			79275			9	1	66	5	2	3	27	7	11	7			23	11	3	2	5	19	12	1	6	9			43	8	2	2	11	37	19	4	17	12			8	2	17	4	3	22	9	7	1	32			4	12	10	14	2	5	18	1	5	7			4	1	2	2	2	5	9	7	1	9	
20191118-037			62301			10	2	67	6	3	4	6	1	12	8			24	12	2	3	6	20	13	2	7	1			44	9	1	3	12	38	20	5	18	13			0	3	18	5	4	23	10	1	2	33			5	1	11	15	3	1	19	2	6	8			0	1	2	3	3	1	6	1	2	1	
20191118-038			35913			11	3	68	3	4	5	1	2	13	9			25	13	1	4	7	5	14	3	8	2			45	10	2	1	13	39	21	6	19	9			1	1	19	6	5	24	11	2	3	34			6	1	12	3	4	2	20	3	7	9			1	1	1	3	4	5	1	2	3	9	
20191118-039			68948			12	4	69	1	5	6	6	3	14	10			26	14	2	5	8	1	15	4	8	3			46	11	3	2	14	40	22	7	20	9			2	1	20	7	4	25	12	3	4	35			7	2	13	1	5	3	21	4	8	10			2	1	2	1	4	1	6	3	8	9	
20191118-040			31964			13	5	70	3	6	7	1	4	15	11			27	1	3	6	9	2	16	5	1	4			47	12	4	3	15	41	23	8	21	9			3	2	21	8	1	26	6	4	5	36			8	3	14	2	4	4	22	5	1	11			3	1	3	3	4	2	6	4	1	9	
20191118-041			61535			14	6	71	1	7	8	6	5	16	12			28	1	4	7	10	3	17	6	2	5			48	13	5	4	16	5	24	9	22	1			4	3	22	3	2	27	1	5	6	37			9	4	15	3	1	5	23	6	2	12			4	1	4	3	1	5	6	5	2	1	
20191118-042			42494			15	7	72	2	4	9	1	6	17	13			29	1	2	8	11	4	18	7	3	6			49	14	6	5	4	1	25	10	23	2			5	4	23	1	3	28	2	6	7	9			10	5	16	4	4	1	24	7	3	13			5	1	2	1	4	1	1	6	3	9	
20191118-043			18807			16	1	73	3	1	10	2	7	18	14			30	2	1	9	12	5	19	8	8	7			50	15	7	6	1	2	26	11	8	3			0	5	24	2	4	29	3	7	8	1			11	6	17	5	1	2	25	7	4	14			0	1	1	2	1	2	2	7	8	1	
20191118-044			53183			17	1	74	4	2	5	3	8	19	15			31	3	2	3	13	6	20	9	1	8			51	1	8	7	2	3	27	12	1	4			1	6	25	3	5	30	4	8	8	2			12	7	18	3	2	3	26	1	5	15			1	1	2	3	2	5	3	1	8	2	
20191118-045			50387			18	2	75	5	3	5	4	9	20	16			0	4	3	1	14	7	21	10	2	9			52	1	9	3	3	4	28	13	2	5			2	7	26	4	6	31	5	9	8	3			13	8	19	1	3	4	27	7	6	16			0	1	3	3	3	5	4	7	8	3	
20191118-046			16842			19	1	76	6	4	1	5	10	21	17			1	5	4	2	15	8	6	11	3	10			53	2	10	1	4	5	29	14	8	6			3	8	27	5	4	32	6	10	1	4			14	9	2	2	4	5	28	1	7	17			1	1	2	1	4	1	6	1	8	4	
20191118-047			97969			20	1	77	7	5	2	6	11	22	9			2	6	5	3	16	9	1	7	4	11			54	3	11	2	5	6	30	15	1	9			4	9	28	6	1	33	6	11	2	5			15	10	1	3	5	6	29	2	8	9			2	1	1	2	1	2	6	7	1	9	
20191118-048			76577			21	2	78	8	6	3	7	7	23	1			3	7	6	4	17	10	6	1	5	12			55	4	12	3	6	5	31	16	2	1			5	10	29	7	2	34	1	7	3	6			16	11	2	4	6	7	30	7	9	1			3	2	2	3	2	5	6	7	2	1	
20191118-049			33726			22	3	79	3	7	4	8	1	24	2			4	8	7	3	18	11	1	2	6	13			56	5	13	4	7	1	32	7	3	2			6	11	2	8	3	35	2	1	4	7			17	12	3	5	7	8	6	1	10	2			4	3	2	3	3	1	6	7	3	2	
20191118-050			38175			23	4	80	3	8	5	9	2	25	3			5	9	8	1	19	12	2	3	8	14			57	1	14	5	8	2	33	1	4	3			7	12	1	9	4	36	3	7	5	8			18	13	4	6	8	5	1	2	11	3			5	1	1	3	4	5	1	7	8	3	
20191118-051			80246			24	5	81	1	9	6	10	3	8	4			0	10	9	2	20	13	3	4	1	15			58	1	2	6	9	3	34	2	5	4			8	13	2	10	4	37	4	1	6	9			19	14	5	7	9	1	6	3	12	4			0	1	2	1	4	1	6	1	8	4	
20191118-052			83924			25	6	82	2	10	7	11	4	8	5			1	11	10	3	21	14	4	5	2	16			59	2	1	7	10	4	35	3	6	9			9	14	2	11	1	38	5	2	7	10			20	15	6	8	4	2	1	4	13	5			1	2	2	3	4	2	1	2	8	9	
20191118-053			77508			26	7	83	3	11	8	12	7	1	6			2	12	11	1	22	15	5	7	3	17			60	3	2	8	11	5	36	4	7	1			0	15	1	12	2	39	6	3	8	11			21	16	7	9	1	3	2	5	8	6			0	3	1	1	1	5	2	7	8	1	
20191118-054			44933			27	8	84	4	4	9	13	1	2	7			3	13	12	2	4	16	6	1	4	18			61	4	3	9	12	1	37	5	8	9			1	16	2	3	3	40	7	4	9	12			22	17	8	3	2	4	3	6	1	7			1	4	2	3	4	1	3	1	1	9	
20191118-055			87767			28	9	85	5	1	10	14	2	8	8			4	14	13	3	1	17	7	7	5	19			62	5	4	10	13	2	38	7	9	1			2	17	3	1	4	41	6	5	10	13			23	18	9	1	3	5	4	7	2	8			2	5	3	1	1	2	6	7	8	1	
20191118-056			95962			29	10	86	6	2	11	15	3	1	9			5	15	14	4	2	5	8	1	6	20			63	6	5	11	14	3	39	1	10	9			3	18	4	2	5	42	6	6	11	14			24	19	2	2	4	6	5	1	3	9			3	6	2	2	2	5	6	1	1	9	
20191118-057			97950			30	11	87	7	3	12	16	4	2	9			6	16	15	5	3	1	9	7	7	21			64	7	6	12	15	4	40	2	11	9			4	19	5	3	6	5	1	7	12	15			0	20	1	3	5	7	6	2	4	10			0	7	1	3	3	5	1	7	2	9	
20191118-058			49756			31	12	88	8	4	13	17	5	3	1			7	17	16	6	4	2	10	1	8	9			65	8	7	13	16	5	41	7	12	1			5	20	6	4	7	5	2	8	13	16			1	21	2	4	6	8	6	3	5	11			1	8	2	4	4	5	6	7	3	9	
20191118-059			57156			32	13	89	9	1	5	18	6	4	2			8	18	17	7	5	3	11	7	9	1			66	1	8	14	17	6	42	1	13	2			6	21	7	5	8	5	3	9	14	17			2	22	3	5	7	9	6	4	6	12			2	1	3	5	1	5	6	7	4	1	
20191119-001			12187			33	1	90	10	2	1	19	7	5	3			9	19	2	8	6	4	12	1	10	2			67	1	9	15	18	7	43	2	14	3			7	22	8	6	9	1	4	10	8	18			3	23	4	6	8	10	1	7	7	13			3	1	2	6	2	1	1	7	8	2	
20191119-002			26915			34	1	2	11	3	2	20	8	6	4			10	20	1	9	7	5	6	2	11	3			68	1	10	16	19	8	44	3	15	9			8	1	9	7	10	2	5	11	1	19			4	24	5	7	9	5	2	1	8	14			4	1	2	7	3	5	6	1	1	9	
20191119-003			86107			35	2	1	12	4	3	21	9	8	5			11	21	2	10	8	6	6	3	12	4			69	1	11	17	20	9	45	4	16	1			0	1	10	8	11	3	6	12	2	20			5	25	6	8	10	1	3	7	9	15			0	1	1	8	4	1	6	7	8	1	
20191119-004			00073			0	3	2	13	5	4	22	10	1	6			0	22	3	11	9	7	1	4	13	5			0	1	12	18	21	10	46	5	17	2			1	2	11	9	12	4	7	7	3	21			6	26	7	3	11	2	4	1	10	16			0	1	2	3	5	2	1	7	1	2	
20191119-005			21266			1	4	2	14	6	5	23	11	2	7			1	1	4	12	10	8	2	5	14	6			1	2	2	19	22	11	47	6	18	3			2	3	12	10	13	5	6	1	4	22			7	27	8	1	12	3	6	2	11	17			1	1	2	1	6	3	6	1	2	3	
20191119-006			03097			0	5	1	15	7	6	24	12	3	8			2	1	5	3	11	9	3	6	15	7			0	3	1	20	23	12	48	7	19	4			3	4	13	11	14	6	1	2	5	9			8	28	9	2	13	4	1	7	12	18			0	1	1	3	7	4	1	7	3	9	
20191119-007			31578			1	6	2	3	8	7	25	13	4	9			3	1	6	1	12	10	4	7	16	8			1	4	2	21	24	5	49	8	20	5			4	5	14	12	15	7	2	7	6	1			9	29	10	3	14	5	2	1	8	19			1	1	2	3	8	5	2	7	8	1	
20191119-008			29363			2	7	2	1	9	8	26	14	5	10			4	1	7	2	13	11	5	8	17	9			2	5	3	3	25	1	50	9	21	6			5	6	15	13	16	8	6	1	7	2			10	30	11	3	15	6	3	2	1	20			2	1	2	3	9	1	6	1	1	9	
20191119-009			08852			0	8	1	2	10	9	27	15	6	11			5	2	8	3	14	12	6	9	8	1			3	6	4	1	26	2	51	10	8	7			6	7	16	14	17	5	1	2	8	3			11	31	2	1	16	7	4	3	2	21			0	2	2	1	10	5	1	2	8	1	
20191119-010			83320			1	9	2	3	11	10	28	16	8	12			6	3	9	3	15	13	7	10	1	2			4	7	5	3	27	3	52	11	1	8			7	8	2	15	18	1	2	3	9	4			0	32	1	2	17	8	5	4	3	22			0	3	2	3	11	1	2	3	8	2	
20191119-011			51129			2	10	3	4	12	5	29	17	1	13			7	1	10	1	16	14	8	11	2	3			5	1	6	1	28	4	53	12	2	9			8	9	2	16	19	2	3	4	10	5			1	33	2	3	18	9	6	5	4	9			1	1	2	1	12	5	3	4	1	9	
20191119-012			37947			3	11	4	3	13	1	30	18	2	14			8	1	11	2	17	15	9	7	3	4			6	1	7	2	29	5	54	13	3	9			9	10	1	17	4	3	4	5	11	6			2	34	3	4	19	10	7	7	5	1			2	1	1	3	4	1	4	7	2	9	
20191119-013			14830			4	1	5	1	14	2	31	19	3	15			9	2	12	3	4	16	10	1	4	5			7	2	8	3	30	6	55	14	8	1			10	11	2	3	1	4	5	6	12	7			0	35	4	5	20	11	8	1	6	2			0	1	2	3	4	2	5	1	8	1	
20191119-014			75598			5	1	6	2	15	3	32	7	4	16			10	3	13	4	1	5	11	2	5	6			8	3	9	4	31	5	56	15	1	2			11	12	3	1	2	5	6	7	13	9			1	36	5	6	21	12	9	2	8	3			1	1	3	1	1	5	6	7	8	9	
20191119-015			31558			6	2	7	3	16	4	33	1	5	17			11	1	14	5	2	1	12	3	6	7			9	4	10	5	32	5	57	16	2	3			12	13	4	2	3	5	7	8	14	1			2	37	6	7	22	13	10	3	8	4			2	1	4	3	2	5	7	1	8	1	
20191119-016			20962			7	3	2	1	17	5	34	2	6	18			0	1	15	6	3	2	13	4	7	8			10	5	11	6	33	1	58	17	3	9			13	14	5	3	4	1	6	9	15	2			3	38	2	8	23	14	11	4	1	5			0	1	2	1	3	1	6	2	1	9	
20191119-017			45618			8	4	1	2	4	6	35	3	7	19			1	2	16	7	4	5	14	5	8	9			11	6	12	7	34	2	6	18	4	1			14	1	6	4	5	2	1	10	16	3			4	39	1	9	24	15	12	5	8	6			1	1	1	2	4	5	6	3	8	1	
20191119-018			85413			9	5	2	3	1	7	36	4	8	20			2	3	17	8	5	5	15	6	9	10			12	7	13	8	4	3	1	19	5	2			15	1	7	5	6	3	2	11	17	4			5	40	2	3	25	16	13	6	1	7			2	1	2	3	4	5	1	4	8	2	
20191119-019			22397			10	6	2	4	2	8	37	5	1	21			3	4	2	9	6	1	16	7	10	11			13	8	14	3	1	4	2	20	6	3			16	1	8	6	7	4	3	12	18	9			6	41	3	1	26	17	14	7	2	8			3	1	2	3	1	1	2	7	1	9	
20191119-020			66296			11	7	1	5	3	9	6	6	2	22			4	5	1	10	7	2	6	8	11	12			14	9	2	1	2	5	3	21	7	4			17	2	9	7	8	5	4	13	19	9			7	42	4	2	27	18	6	1	3	9			4	2	2	1	2	2	6	1	2	9	
20191119-021			76294			12	8	2	6	4	10	1	7	3	23			5	6	2	11	8	3	6	9	12	13			15	10	2	2	3	6	4	22	8	5			18	3	10	8	9	6	5	14	20	9			8	43	5	3	4	19	1	2	4	10			5	3	2	2	4	3	6	7	3	9	
20191119-022			42412			13	9	3	7	4	11	2	1	4	24			6	7	2	12	9	4	1	10	13	14			16	11	1	3	4	7	5	23	9	6			19	1	11	9	10	7	6	15	21	1			9	44	2	4	1	20	2	3	5	11			6	1	2	3	4	4	1	1	4	1	
20191119-023			17178			14	1	4	8	1	12	3	2	5	25			7	8	1	13	10	5	2	7	14	15			17	1	2	4	1	8	6	24	10	7			20	1	12	10	11	8	7	7	22	2			10	45	1	5	2	21	3	4	8	12			7	1	1	4	1	5	2	7	8	2	
20191119-024			15708			15	1	5	9	2	13	4	3	6	26			8	9	2	14	11	5	3	1	15	16			18	1	3	5	2	9	7	7	11	8			0	2	13	11	12	9	8	1	23	3			11	46	2	6	3	22	4	5	8	13			0	1	2	5	2	5	3	7	8	3	
20191119-025			35063			16	1	6	3	3	14	5	4	7	27			9	10	3	15	12	5	4	2	16	17			0	2	4	6	3	10	8	1	12	9			1	3	14	12	13	10	6	2	24	4			12	47	3	3	4	23	5	6	1	14			0	1	3	3	3	5	6	1	1	4	
20191119-026			17670			17	1	7	1	4	15	6	5	8	28			10	11	4	16	13	1	5	7	17	18			1	3	5	7	4	11	6	2	13	10			2	4	15	13	14	11	1	7	25	5			0	48	4	1	5	24	6	7	2	15			0	1	4	1	4	1	6	7	2	5	
20191119-027			21425			18	1	2	2	5	16	7	6	9	29			11	1	5	17	14	2	6	1	18	19			2	4	6	8	4	12	1	3	14	11			3	5	2	14	15	12	2	1	26	6			1	49	5	2	6	5	7	8	3	16			1	1	2	2	4	5	1	1	3	6	
20191119-028			64665			19	2	1	3	6	17	6	7	10	30			12	1	6	18	4	3	7	2	19	20			3	5	7	9	1	13	6	4	15	12			4	6	1	15	16	13	6	2	27	7			2	50	6	3	7	5	8	9	4	17			2	1	1	3	4	5	6	2	4	7	
20191119-029			90205			20	3	2	4	7	18	1	8	11	9			0	2	7	19	1	4	8	3	20	21			4	6	2	10	2	14	1	5	16	13			0	7	2	16	17	14	1	3	28	8			3	51	7	4	8	5	9	10	5	18			0	2	2	4	1	5	1	3	5	9	
20191119-030			42309			21	4	3	5	4	19	2	9	12	1			1	3	2	20	2	5	9	4	21	22			5	7	1	3	3	15	2	6	17	14			0	8	3	17	18	15	2	4	29	9			4	52	8	5	9	1	10	11	6	9			0	3	2	3	4	1	2	4	6	9	
20191119-031			43664			22	5	4	6	4	20	3	10	13	2			2	4	1	3	3	6	10	5	22	23			6	8	2	1	4	16	6	7	18	15			1	9	4	18	19	16	6	5	30	10			5	53	9	6	4	2	11	12	7	1			1	4	1	3	4	2	6	5	7	1	
20191119-032			20020			23	6	2	7	1	21	4	11	14	3			0	5	2	1	4	7	11	6	23	24			0	9	3	2	5	17	1	8	19	16			2	10	2	19	20	17	1	6	31	11			0	54	10	7	1	3	12	13	8	2			0	5	2	1	1	3	1	6	8	2	
20191119-033			47045			24	7	1	8	4	22	5	12	15	4			1	6	3	2	5	8	12	7	24	25			0	10	4	3	6	18	2	9	20	17			3	11	1	20	4	18	2	7	32	12			1	55	11	8	2	5	13	14	9	3			0	6	1	2	4	5	2	7	9	3	
